doi,title,first_author,year,journal,source,file,oa_status,added_by,added_at
10.3390/metabo12111138,"Running for Your Life: Metabolic Effects of a 160.9/230 km Non-Stop Ultramarathon Race on Body Composition, Inflammation, Heart Function, and Nutritional Parameters",Daniel Alexander Bizjak,2022,Metabolites,hargreaves2020,2022_Daniel-Alexander-Bizjak_W4309785761.pdf,gold,team,2026-06-05
10.14814/phy2.15309,The effects of endogenously‐ and exogenously‐induced hyperketonemia on exercise performance and adaptation,David Dearlove,2022,Physiological Reports,hargreaves2020,2022_Dearlove_W4281557147.pdf,gold,team,2026-06-05
10.33448/rsd-v11i15.37375,Carboidratos na refeição pré-treino e sua relação com performance física e esportiva: uma revisão integrativa,Diôgo Alves Gomes,2022,Research Society and Development,hargreaves2020,2022_Di-go-Alves-Gomes_W4309547364.pdf,diamond,team,2026-06-05
10.3389/fphys.2022.904618,High Intensity Concentric-Eccentric Exercise Under Hypoxia Changes the Blood Metabolome of Trained Athletes,Tobias Dünnwald,2022,Frontiers in Physiology,hargreaves2020,2022_Dünnwald_W4283372029.pdf,gold,team,2026-06-05
10.2340/jrm.v54.3972,Influence of Manual Diaphragm Release Technique Combined with Inspiratory Muscle Training on Selected Persistent Symptoms in Men with Post-Covid-19 Syndrome: A Randomized Controlled Trial,Ebtesam N. Nagy,2022,Journal of Rehabilitation Medicine,hargreaves2020,2022_Ebtesam-N-Nagy_W4296330759.pdf,gold,team,2026-06-05
10.1101/2022.10.23.512956,Fibre-specific mitochondrial protein abundance is linked to resting and post-training mitochondrial content in human muscle,Elizabeth G. Reisman,2022,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2022_Elizabeth-G-Reisman_W4307280834.pdf,green,team,2026-06-05
10.53520/jen2022.103125,Carbohydrate-Protein Coingestion Enhances Cycling Performance with Minimal Recovery Time between Bouts of Exhaustive Intermittent Exercise,Erica R. Goldstein,2022,Journal of Exercise and Nutrition,hargreaves2020,2022_Erica-R-Goldstein_W4280488868.pdf,diamond,team,2026-06-05
10.1016/j.heliyon.2022.e11091,AMPK activation is sufficient to increase skeletal muscle glucose uptake and glycogen synthesis but is not required for contraction-mediated increases in glucose metabolism,Ryan M. Esquejo,2022,Heliyon,hargreaves2020,2022_Esquejo_W4306175019.pdf,gold,team,2026-06-05
10.4314/sokjvs.v20i5.7,Pycnogenol improves kinematic parameters of donkeys (Equus asinus) subjected to packing during the dry season,FH Olaifa,2022,Sokoto Journal of Veterinary Sciences,hargreaves2020,2022_FH-Olaifa_W4291634173.pdf,diamond,team,2026-06-05
10.1016/j.jbc.2022.101926,Transcription factors KLF15 and PPARδ cooperatively orchestrate genome-wide regulation of lipid metabolism in skeletal muscle,Liyan Fan,2022,Journal of Biological Chemistry,hargreaves2020,2022_Fan_W4223532831.pdf,gold,team,2026-06-05
10.3390/ijms23042207,Capsaicin and Zinc Promote Glucose Uptake in C2C12 Skeletal Muscle Cells through a Common Calcium Signalling Pathway,Parisa Vahidi Ferdowsi,2022,International Journal of Molecular Sciences,hargreaves2020,2022_Ferdowsi_W4212834999.pdf,gold,team,2026-06-05
10.21203/rs.3.rs-1308148/v1,Standardized Measure for Performance Assessment of Athletes in The CrossFit Open: Theoretical Structuring and Item Response Theory,Rafael da Silva Fernandes,2022,Research Square,hargreaves2020,2022_Fernandes_W4210420490.pdf,green,team,2026-06-05
10.21203/rs.3.rs-1308148/v3,Standardized Measure for Performance Assessment of Athletes in The CrossFit Open: Theoretical Structuring and Item Response Theory,Rafael da Silva Fernandes,2022,Research Square,hargreaves2020,2022_Fernandes_W4226024999.pdf,green,team,2026-06-05
10.3389/fphys.2022.933792,Post-translational dysregulation of glucose uptake during exhaustive cycling exercise in vastus lateralis muscle of healthy homozygous carriers of the ACE deletion allele,Martin Flück,2022,Frontiers in Physiology,hargreaves2020,2022_Flück_W4294795711.pdf,gold,team,2026-06-05
10.1590/1414-431x2022e11891,Strenuous swimming raises blood non-enzymatic antioxidant capacity in rats,G. Godoy,2022,Brazilian Journal of Medical and Biological Research,hargreaves2020,2022_G-Godoy_W4214938414.pdf,gold,team,2026-06-05
10.11606/d.39.2022.tde-21122022-180012,Efeito dose-resposta da utilização oral de cafeína na performance de exercícios aeróbicos: uma revisão sistemática e meta-análise,Gabriel Loureiro Martins,2022,,hargreaves2020,2022_Gabriel-Loureiro-Martins_W4317894239.pdf,gold,team,2026-06-05
10.3390/cells11030383,Physiological Function during Exercise and Environmental Stress in Humans—An Integrative View of Body Systems and Homeostasis,Gavin Travers,2022,Cells,hargreaves2020,2022_Gavin-Travers_W4213202812.pdf,gold,team,2026-06-05
10.3390/metabo12050445,Effects of Acute and Chronic Resistance Exercise on the Skeletal Muscle Metabolome,Sebastian Gehlert,2022,Metabolites,hargreaves2020,2022_Gehlert_W4280555277.pdf,gold,team,2026-06-05
10.5772/intechopen.104621,Introductory Chapter: Frailty and Sarcopenia – Recent Evidence and New Perspectives,Grazia D’Onofrio,2022,IntechOpen eBooks,hargreaves2020,2022_Grazia-D-Onofrio_W4307299738.pdf,hybrid,team,2026-06-05
10.1016/j.niox.2022.11.006,Nitric oxide regulation of cellular metabolism: Adaptive tuning of cellular energy,Gregory Pappas,2022,Nitric Oxide,hargreaves2020,2022_Gregory-Pappas_W4310673952.pdf,green,team,2026-06-05
10.2337/db21-1114,AIFM2 is Required for High-Intensity Aerobic Exercise by Promoting Glucose Utilization,Hai P. Nguyen,2022,Diabetes,hargreaves2020,2022_Hai-P-Nguyen_W4283718517.pdf,bronze,team,2026-06-05
10.30707/etd2022.20220705065055410569.999956,The Measurement of College Athletes' Knowledge and Behavior on Pre- And Post-Workout Nutrition Utilizing a Text-Message Intervention,Hannah Young,2022,,hargreaves2020,2022_Hannah-Young_W4283816252.pdf,gold,team,2026-06-05
10.3390/foods11040600,"Soft-Shelled Turtle Peptide Supplementation Modifies Energy Metabolism and Oxidative Stress, Enhances Exercise Endurance, and Decreases Physical Fatigue in Mice",Hao Zhong,2022,Foods,hargreaves2020,2022_Hao-Zhong_W4213356988.pdf,gold,team,2026-06-05
10.3390/nu14183845,Black Ginger (Kaempferia parviflora) Extract Enhances Endurance Capacity by Improving Energy Metabolism and Substrate Utilization in Mice,Jiapeng Huang,2022,Nutrients,hargreaves2020,2022_Huang_W4296801291.pdf,gold,team,2026-06-05
10.1523/jneurosci.1463-21.2022,"A Ca<sup>2+</sup>-Dependent Mechanism Boosting Glycolysis and OXPHOS by Activating Aralar-Malate-Aspartate Shuttle, upon Neuronal Stimulation",Irene Pérez-Liébana,2022,Journal of Neuroscience,hargreaves2020,2022_Irene-P-rez-Li-bana_W4226255852.pdf,bronze,team,2026-06-05
10.1038/s41598-022-12403-1,Energy supply and influencing factors of mountain marathon runners from Baiyin marathon accident in China,Jichao Sun,2022,Scientific Reports,hargreaves2020,2022_Jichao-Sun_W4280508378.pdf,gold,team,2026-06-05
10.1038/s41467-022-30056-6,Enhancement of anaerobic glycolysis – a role of PGC-1α4 in resistance exercise,Jin‐Ho Koh,2022,Nature Communications,hargreaves2020,2022_Jin-Ho-Koh_W4225153356.pdf,gold,team,2026-06-05
10.18174/573397,Metabolic mapping of high-fit and low-fit individuals for human physiological health,Joëlle J. E. Janssen,2022,,hargreaves2020,2022_Jo-lle-J-E-Janssen_W4304693749.pdf,gold,team,2026-06-05
10.1101/2022.06.20.496837,Exercise preserves fitness capacity during aging through AMPK and mitochondrial dynamics,Juliane C. Campos,2022,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2022_Juliane-C-Campos_W4283265571.pdf,green,team,2026-06-05
10.1007/s00421-022-04935-1,A century of exercise physiology: key concepts in regulation of glycogen metabolism in skeletal muscle,Abram Katz,2022,European Journal of Applied Physiology,hargreaves2020,2022_Katz_W4220824452.pdf,hybrid,team,2026-06-05
10.1016/j.smhs.2022.11.001,The role of glycogen phosphorylase in glycogen biogenesis in skeletal muscle after exercise,Abram Katz,2022,Sports Medicine and Health Science,hargreaves2020,2022_Katz_W4308953584.pdf,diamond,team,2026-06-05
10.3390/ijerph19084893,"Effects of Different Low-Intensity Exercise Types on Duration, Energy Expenditure and Perceived Exertion in Obese Individuals",M. Khanfir,2022,International Journal of Environmental Research and Public Health,hargreaves2020,2022_Khanfir_W4224247898.pdf,gold,team,2026-06-05
10.3390/metabo12121283,Urinary Metabolomics in Young Soccer Players after Winter Training Season,Hyang Kim,2022,Metabolites,hargreaves2020,2022_Kim_W4312194762.pdf,gold,team,2026-06-05
10.1007/s40279-022-01716-w,The Ergogenic Effects of Acute Carbohydrate Feeding on Resistance Exercise Performance: A Systematic Review and Meta-analysis,Andrew King,2022,Sports Medicine,hargreaves2020,2022_King_W4284969427.pdf,hybrid,team,2026-06-05
10.1101/2022.12.20.22283756,Response of circulating miRNAs to acute exercise: A systematic Review and Meta-Analysis,Kirstin A. MacGregor,2022,medRxiv,hargreaves2020,2022_Kirstin-A-MacGregor_W4312069884.pdf,green,team,2026-06-05
10.14814/phy2.15457,Inhibition of monocarboxylate transporters (<scp>MCT</scp>) 1 and 4 reduces exercise capacity in mice,Yu Kitaoka,2022,Physiological Reports,hargreaves2020,2022_Kitaoka_W4294719224.pdf,gold,team,2026-06-05
10.1016/j.jbc.2022.102686,Essential roles of the cytokine oncostatin M in crosstalk between muscle fibers and immune cells in skeletal muscle after aerobic exercise,Tadasuke Komori,2022,Journal of Biological Chemistry,hargreaves2020,2022_Komori_W4308741499.pdf,gold,team,2026-06-05
10.3390/data8010003,Pilot Study of the Metabolomic Profile of an Athlete after Short-Term Physical Activity,Kristina A. Malsagova,2022,Data,hargreaves2020,2022_Kristina-A-Malsagova_W4313518105.pdf,gold,team,2026-06-05
10.12998/wjcc.v10.i24.8718,Effects of intravascular photobiomodulation on motor deficits and brain perfusion images in intractable myasthenia gravis: A case report,Chiao‐Hsin Lan,2022,World Journal of Clinical Cases,hargreaves2020,2022_Lan_W4290974584.pdf,diamond,team,2026-06-05
10.1002/cphy.c210036,Chronobiology of Exercise: Evaluating the Best Time to Exercise for Greater Cardiovascular and Metabolic Benefits,Leandro C. Brito,2022,Comprehensive physiology,hargreaves2020,2022_Leandro-C-Brito_W4283732280.pdf,green,team,2026-06-05
10.3390/antiox11101952,Grass Carp Prx 3 Elevates Host Antioxidant Activity and Induces Autophagy to Inhibit Grass Carp Reovirus (GCRV) Replication,Xinyu Liang,2022,Antioxidants,hargreaves2020,2022_Liang_W4297982656.pdf,gold,team,2026-06-05
10.1016/j.smhs.2022.06.003,Acute exercise in ozone-polluted air induces apoptosis in rat quadriceps femoris muscle cells via mitochondrial pathway,Ziyi Liu,2022,Sports Medicine and Health Science,hargreaves2020,2022_Liu_W4283261429.pdf,diamond,team,2026-06-05
10.1002/jcsm.13150,AMP‐activated protein kinase inhibition in fibro‐adipogenic progenitors impairs muscle regeneration and increases fibrosis,Xiangdong Liu,2022,Journal of Cachexia Sarcopenia and Muscle,hargreaves2020,2022_Liu_W4311301881.pdf,gold,team,2026-06-05
10.1172/jci.insight.155147,Muscle weakness precedes atrophy during cancer cachexia and is linked to muscle-specific mitochondrial stress,Luca J. Delfinis,2022,JCI Insight,hargreaves2020,2022_Luca-J-Delfinis_W4308522997.pdf,gold,team,2026-06-05
10.3389/fmolb.2021.815410,Molecular Big Data in Sports Sciences: State-of-Art and Future Prospects of OMICS-Based Sports Sciences,Maha Sellami,2022,Frontiers in Molecular Biosciences,hargreaves2020,2022_Maha-Sellami_W4205326239.pdf,gold,team,2026-06-05
10.3233/bpl-210133,Muscle-to-Brain Signaling Via Myokines and Myometabolites,Mamta Rai,2022,Brain Plasticity,hargreaves2020,2022_Mamta-Rai_W4205987369.pdf,diamond,team,2026-06-05
10.1172/jci.insight.163855,Skeletal muscle mitochondrial inertia is associated with carnitine acetyltransferase activity and physical function in humans,Rodrigo Mancilla,2022,JCI Insight,hargreaves2020,2022_Mancilla_W4309598052.pdf,gold,team,2026-06-05
10.1038/s41598-022-13786-x,Circulating nitrate-nitrite reduces oxygen uptake for improving resistance exercise performance after rest time in well-trained CrossFit athletes,Manuel Vicente Garnacho‐Castaño,2022,Scientific Reports,hargreaves2020,2022_Manuel-Vicente-Garnacho-Casta-o_W4282918271.pdf,gold,team,2026-06-05
10.1152/ajpendo.00110.2022,Carbohydrate intake in recovery from aerobic exercise differentiates skeletal muscle microRNA expression,Lee M. Margolis,2022,American Journal of Physiology-Endocrinology and Metabolism,hargreaves2020,2022_Margolis_W4293812302.pdf,green,team,2026-06-05
10.3390/ijerph20010453,Factors Determining the Agreement between Aerobic Threshold and Point of Maximal Fat Oxidation: Follow-Up on a Systematic Review and Meta-Analysis on Association,Carlo Ferri Marini,2022,International Journal of Environmental Research and Public Health,hargreaves2020,2022_Marini_W4313576992.pdf,gold,team,2026-06-05
10.1007/s40279-022-01756-2,"Exogenous Ketone Supplements in Athletic Contexts: Past, Present, and Future",Mark Evans,2022,Sports Medicine,hargreaves2020,2022_Mark-Evans_W4303986487.pdf,hybrid,team,2026-06-05
10.1038/s41537-022-00269-1,"Associations between aerobic fitness, negative symptoms, cognitive deficits and brain structure in schizophrenia—a cross-sectional study",Isabel Maurus,2022,Schizophrenia,hargreaves2020,2022_Maurus_W4289522183.pdf,diamond,team,2026-06-05
10.33549/physiolres.934844,Aspalathin Alleviates Skeletal Muscle Insulin Resistance and Mitochondrial Dysfunction,Sithandiwe E. Mazibuko-Mbeje,2022,Physiological Research,hargreaves2020,2022_Mazibuko-Mbeje_W4294128061.pdf,gold,team,2026-06-05
10.3389/fmolb.2022.957549,Metabolomics reveals mouse plasma metabolite responses to acute exercise and effects of disrupting AMPK-glycogen interactions,Mehdi R. Belhaj,2022,Frontiers in Molecular Biosciences,hargreaves2020,2022_Mehdi-R-Belhaj_W4292870733.pdf,gold,team,2026-06-05
10.3390/jcm12010098,A Human Model of the Effects of an Instant Sheer Weight Loss on Cardiopulmonary Parameters during a Treadmill Run,Michał Pytka,2022,Journal of Clinical Medicine,hargreaves2020,2022_Micha-Pytka_W4312175595.pdf,gold,team,2026-06-05
10.3389/fphys.2022.898395,"Matching of O2 Utilization and O2 Delivery in Contracting Skeletal Muscle in Health, Aging, and Heart Failure",Michael Nyberg,2022,Frontiers in Physiology,hargreaves2020,2022_Michael-Nyberg_W4282939801.pdf,gold,team,2026-06-05
10.1038/s41514-022-00089-8,Age-dependent impact of two exercise training regimens on genomic and metabolic remodeling in skeletal muscle and liver of male mice,Michel Bernier,2022,npj Aging,hargreaves2020,2022_Michel-Bernier_W4283574891.pdf,hybrid,team,2026-06-05
10.1101/2022.01.24.477461,The first horse gut microbiome gene catalog reveals that rare microbiome ensures better cardiovascular fitness in endurance horses,Núria Mach,2022,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2022_N-ria-Mach_W4206957207.pdf,green,team,2026-06-05
10.21203/rs.3.rs-1291913/v1,The First Horse Gut Microbiome Gene Catalog Reveals That Rare Microbiome Ensures Better Cardiovascular Fitness During Endurance Racing,Núria Mach,2022,Research Square,hargreaves2020,2022_N-ria-Mach_W4212870153.pdf,green,team,2026-06-05
10.1038/s42003-022-03977-7,Mining the equine gut metagenome: poorly-characterized taxa associated with cardiovascular fitness in endurance athletes,Núria Mach,2022,Communications Biology,hargreaves2020,2022_N-ria-Mach_W4300485656.pdf,gold,team,2026-06-05
10.7752/jpes.2022.09277,,Natthapong Seepika,2022,Journal of Physical Education and Sport,hargreaves2020,2022_Natthapong-Seepika_W4308219990.pdf,diamond,team,2026-06-05
10.14814/phy2.15278,Does oscillation size matter? Impact of added resistance on the cerebral pressure‐flow Relationship in females and males,Kailey T. Newel,2022,Physiological Reports,hargreaves2020,2022_Newel_W4280601684.pdf,gold,team,2026-06-05
10.30867/action.v7i1.658,The potential of B-Star snacks (banana and tempeh nastar) to prevent muscle fatigue,Ni Made Dewantari,2022,AcTion Aceh Nutrition Journal,hargreaves2020,2022_Ni-Made-Dewantari_W4281755025.pdf,gold,team,2026-06-05
10.47197/retos.v46.93900,Effect of cycle ergometer training using different  intensities in increasing catecholamine hormone of overweight females,Nining Widyah Kusnanik,2022,Retos,hargreaves2020,2022_Nining-Widyah-Kusnanik_W4312568051.pdf,gold,team,2026-06-05
10.1016/j.tjnut.2022.11.021,Glucose-Induced Activation of mTORC1 is Associated with Hexokinase2 Binding to Sestrins in HEK293T Cells,Paul A. Roberson,2022,Journal of Nutrition,hargreaves2020,2022_Paul-A-Roberson_W4312193489.pdf,green,team,2026-06-05
10.3389/fphys.2022.892966,Influence of Advancing Biological Maturation on Aerobic and Anaerobic Power and on Sport Performance of Junior Rowers: A Longitudinal Study,Paulo Francisco de Almeida‐Neto,2022,Frontiers in Physiology,hargreaves2020,2022_Paulo-Francisco-de-Almeida-Neto_W4285742890.pdf,gold,team,2026-06-05
10.3390/cancers14143500,"Mutant p53, the Mevalonate Pathway and the Tumor Microenvironment Regulate Tumor Response to Statin Therapy",Madison Pereira,2022,Cancers,hargreaves2020,2022_Pereira_W4285795930.pdf,gold,team,2026-06-05
10.5114/biolsport.2023.116452,High fat diet improves metabolic flexibility during progressive exercise to exhaustion (VO 2 max testing) and during 5km running time trials,Philip Prins,2022,Biology of Sport,hargreaves2020,2022_Philip-Prins_W4285791487.pdf,gold,team,2026-06-05
